Hour,Temperature(C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,Rented Bike Count
3.0,11.3,85.0,0.0,907.0,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,171
19.0,-4.9,52.0,2.0,2000.0,-13.2,0.0,0.0,0.0,Winter,No Holiday,Yes,340
21.0,0.0,59.0,3.0,1862.0,,0.0,0.0,0.0,Winter,No Holiday,Yes,167
19.0,8.4,85.0,1.2,2000.0,6.0,0.0,0.0,,Autumn,No Holiday,Yes,645
15.0,20.1,32.0,2.4,1893.0,2.8,2.0,0.0,0.0,Autumn,No Holiday,Yes,1948
14.0,12.4,72.0,1.9,1860.0,7.4,1.06,0.0,0.0,Autumn,No Holiday,Yes,962
20.0,3.0,61.0,1.9,842.0,-3.8,0.0,0.0,0.0,Winter,No Holiday,Yes,308
4.0,12.6,60.0,0.6,1648.0,5.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,185
17.0,-9.3,43.0,2.8,1900.0,-19.6,0.28,0.0,0.0,Winter,No Holiday,Yes,219
4.0,20.0,81.0,2.0,1313.0,16.6,0.0,,0.0,Autumn,No Holiday,Yes,160
16.0,33.5,52.0,2.2,1804.0,22.2,0.91,0.0,0.0,Summer,No Holiday,Yes,901
0.0,3.4,55.0,1.5,2000.0,-4.8,0.0,0.0,0.0,Autumn,,Yes,488
11.0,-5.2,30.0,4.0,1991.0,-20.1,0.86,0.0,0.0,Winter,No Holiday,Yes,239
11.0,,47.0,2.9,2000.0,,2.38,0.0,0.0,Autumn,No Holiday,Yes,937
10.0,-6.4,43.0,1.0,1872.0,-16.9,0.43,0.0,0.0,Winter,No Holiday,Yes,197
15.0,29.3,43.0,1.5,1958.0,15.4,2.4,0.0,0.0,Autumn,No Holiday,Yes,1550
,-4.7,37.0,1.8,2000.0,-17.2,0.01,0.0,0.0,Winter,No Holiday,Yes,204
11.0,20.4,97.0,1.4,129.0,19.9,0.09,16.0,0.0,Summer,No Holiday,Yes,11
11.0,23.4,62.0,1.8,603.0,15.6,2.87,0.0,0.0,Summer,No Holiday,Yes,967
10.0,16.0,29.0,,1708.0,-2.0,1.79,0.0,0.0,Spring,No Holiday,Yes,583
23.0,15.8,30.0,1.1,2000.0,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,943
2.0,15.7,81.0,1.4,694.0,12.4,0.0,0.0,0.0,Spring,No Holiday,Yes,155
10.0,-5.9,35.0,1.9,1940.0,-18.9,,0.0,0.0,Winter,No Holiday,Yes,111
18.0,20.6,97.0,0.7,222.0,20.1,0.14,21.5,0.0,Summer,No Holiday,Yes,596
1.0,5.6,68.0,0.5,1576.0,0.1,0.0,0.0,,Autumn,No Holiday,Yes,487
8.0,-7.1,68.0,0.6,1931.0,-12.0,0.03,0.0,0.0,Winter,No Holiday,Yes,568
8.0,1.1,86.0,1.2,197.0,-0.9,,0.0,0.0,Winter,No Holiday,Yes,537
8.0,,45.0,0.7,1339.0,-9.9,0.0,0.0,0.0,Winter,No Holiday,Yes,701
8.0,19.0,65.0,2.0,2000.0,12.2,0.28,0.0,0.0,Summer,No Holiday,Yes,619
21.0,16.8,58.0,1.2,2000.0,8.4,0.0,0.0,0.0,Autumn,Holiday,Yes,1145
20.0,1.2,51.0,0.6,1544.0,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,342
,17.4,94.0,0.7,230.0,16.4,0.16,0.0,0.0,Spring,No Holiday,Yes,609
7.0,25.3,71.0,0.4,1226.0,19.6,0.34,0.0,0.0,Summer,No Holiday,Yes,491
4.0,0.4,52.0,1.6,1816.0,-8.3,0.0,0.0,0.0,Winter,No Holiday,Yes,71
16.0,29.7,,,2000.0,18.4,2.27,0.0,0.0,Summer,No Holiday,Yes,1404
23.0,12.5,59.0,0.8,1602.0,4.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,919
9.0,12.8,52.0,3.9,1614.0,3.1,1.65,0.0,0.0,Spring,No Holiday,Yes,1061
3.0,15.2,31.0,0.3,2000.0,-1.8,,0.0,0.0,Spring,No Holiday,Yes,289
15.0,,45.0,2.7,676.0,7.6,1.79,0.0,,Spring,No Holiday,Yes,636
4.0,-5.0,70.0,2.7,702.0,-9.6,,0.0,0.0,Winter,No Holiday,Yes,80
22.0,17.7,78.0,0.3,2000.0,13.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,1459
16.0,,82.0,1.6,1092.0,0.7,0.51,0.0,3.6,Autumn,No Holiday,Yes,436
11.0,25.9,63.0,2.5,1693.0,18.3,1.32,0.0,0.0,Autumn,No Holiday,Yes,941
,14.3,59.0,3.6,858.0,6.3,0.72,0.0,0.0,Autumn,No Holiday,No,0
9.0,-13.3,36.0,3.5,2000.0,-25.2,0.19,0.0,1.0,Winter,No Holiday,Yes,228
22.0,21.6,66.0,1.2,1438.0,14.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1934
4.0,6.4,66.0,0.5,2000.0,0.4,0.0,0.0,0.0,Spring,No Holiday,Yes,117
10.0,-0.9,64.0,0.0,1224.0,-6.8,0.63,0.0,0.2,Winter,No Holiday,Yes,307
14.0,-4.7,27.0,2.9,1883.0,-20.8,1.12,0.0,0.0,Winter,No Holiday,Yes,240
20.0,29.3,58.0,2.4,2000.0,20.1,0.09,0.0,0.0,Summer,No Holiday,Yes,2362
7.0,11.4,0.0,1.4,2000.0,4.5,0.46,0.0,0.0,Spring,No Holiday,Yes,436
,3.7,39.0,3.8,1908.0,-9.0,2.19,0.0,0.0,Winter,No Holiday,Yes,300
21.0,22.9,55.0,3.0,2000.0,13.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,2212
8.0,20.3,47.0,1.5,1785.0,8.6,1.05,0.0,0.0,Summer,No Holiday,Yes,659
2.0,15.2,84.0,0.7,485.0,12.5,0.0,0.0,0.0,Spring,No Holiday,Yes,470
19.0,1.6,53.0,4.0,2000.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,181
19.0,25.7,59.0,2.8,1083.0,17.0,0.38,0.0,0.0,Summer,No Holiday,Yes,2288
12.0,5.6,,3.0,1700.0,0.9,0.89,0.0,0.0,Spring,No Holiday,Yes,375
23.0,17.4,46.0,2.1,2000.0,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,934
4.0,0.8,65.0,,502.0,-5.0,0.0,0.0,0.0,Winter,No Holiday,Yes,51
8.0,-3.6,53.0,0.5,1227.0,-11.8,0.0,0.0,0.0,Winter,No Holiday,Yes,115
8.0,18.2,63.0,0.8,1731.0,11.0,1.0,0.0,0.0,Spring,Holiday,Yes,694
14.0,26.8,77.0,3.5,1965.0,22.4,0.11,0.0,0.0,Summer,No Holiday,Yes,490
21.0,14.3,72.0,1.0,1374.0,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,1618
22.0,-3.8,53.0,1.3,1300.0,-12.0,0.0,0.0,0.0,,No Holiday,Yes,281
17.0,-11.5,31.0,3.3,1745.0,-25.2,0.41,0.0,,Winter,No Holiday,Yes,196
5.0,-0.4,39.0,0.8,2000.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes,133
7.0,17.6,0.0,1.4,1219.0,8.7,0.34,0.0,0.0,,No Holiday,Yes,341
19.0,14.3,53.0,2.1,2000.0,4.8,0.17,0.0,0.0,Spring,No Holiday,Yes,1626
22.0,23.9,72.0,0.8,1098.0,,0.0,0.0,0.0,Summer,No Holiday,Yes,1801
2.0,-15.3,43.0,0.6,1867.0,-25.0,0.0,0.0,0.3,Winter,No Holiday,Yes,75
1.0,9.8,75.0,0.5,668.0,5.5,0.0,0.0,0.0,Autumn,No Holiday,No,0
13.0,24.9,40.0,1.4,2000.0,10.3,2.75,0.0,0.0,Autumn,No Holiday,Yes,1752
10.0,-0.5,73.0,1.7,,-4.7,0.53,0.0,1.1,Winter,Holiday,Yes,110
14.0,23.3,89.0,1.5,1435.0,21.3,1.23,0.5,0.0,Summer,No Holiday,Yes,231
3.0,5.2,82.0,0.8,190.0,2.3,0.0,0.0,0.0,Winter,Holiday,Yes,149
9.0,13.9,66.0,1.6,1427.0,7.6,1.11,0.0,0.0,Autumn,No Holiday,No,0
13.0,34.4,41.0,2.9,1970.0,19.2,2.33,0.0,0.0,Summer,No Holiday,Yes,622
22.0,-4.2,57.0,,2000.0,-11.4,0.0,0.0,0.0,Winter,No Holiday,Yes,200
15.0,26.9,37.0,2.7,1850.0,10.9,2.9,0.0,0.0,Spring,,Yes,1280
1.0,-0.9,64.0,0.4,1273.0,-6.8,0.0,0.0,0.0,Winter,No Holiday,Yes,258
7.0,19.8,79.0,0.9,2000.0,16.0,0.13,0.0,0.0,Autumn,No Holiday,Yes,1487
20.0,16.9,42.0,2.7,942.0,3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,1485
13.0,27.7,39.0,1.9,1882.0,12.4,3.33,0.0,0.0,Spring,No Holiday,Yes,1124
12.0,22.9,51.0,1.1,1591.0,12.2,1.8,0.0,0.0,Spring,Holiday,Yes,1798
15.0,24.6,38.0,2.1,1478.0,9.3,1.85,0.0,0.0,Spring,No Holiday,Yes,2191
20.0,27.7,69.0,,1992.0,21.4,0.01,0.0,0.0,Summer,No Holiday,Yes,2169
22.0,1.1,40.0,0.5,1305.0,-11.0,0.0,0.0,0.0,Winter,No Holiday,Yes,214
20.0,5.2,69.0,1.8,1196.0,0.0,0.0,0.0,0.0,Spring,No Holiday,Yes,447
22.0,8.1,76.0,,492.0,4.1,0.0,0.0,0.0,Spring,No Holiday,Yes,70
6.0,,61.0,1.7,2000.0,-2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,222
21.0,13.8,66.0,2.4,1897.0,7.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,1261
9.0,-6.5,26.0,2.4,1874.0,-22.8,0.64,0.0,0.0,Winter,Holiday,Yes,98
10.0,22.6,85.0,0.9,1996.0,19.9,0.38,0.0,0.0,Summer,No Holiday,Yes,768
7.0,-1.0,43.0,1.8,2000.0,-12.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,848
5.0,12.1,47.0,1.6,2000.0,1.1,0.0,0.0,0.0,Spring,No Holiday,Yes,160
9.0,13.7,46.0,1.3,972.0,2.2,1.08,0.0,0.0,Spring,No Holiday,Yes,772
21.0,0.8,45.0,1.5,1184.0,-9.8,0.0,0.0,0.0,,No Holiday,Yes,339
12.0,28.9,42.0,2.0,1975.0,14.6,2.5,0.0,0.0,Summer,No Holiday,Yes,1070
11.0,23.7,86.0,0.6,1798.0,21.2,0.31,0.0,0.0,Autumn,No Holiday,Yes,443
19.0,-8.2,32.0,1.1,2000.0,-22.0,0.0,0.0,0.0,Winter,No Holiday,Yes,273
15.0,35.9,37.0,1.9,1949.0,18.9,1.98,0.0,0.0,Summer,No Holiday,Yes,713
6.0,3.6,75.0,0.8,2000.0,-0.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,402
11.0,0.8,52.0,4.6,1035.0,-7.9,2.2,0.0,0.0,Spring,Holiday,Yes,239
11.0,20.3,52.0,0.9,468.0,10.1,1.96,0.0,0.0,Spring,No Holiday,Yes,901
23.0,8.6,69.0,2.2,1730.0,3.2,0.0,,0.0,Spring,No Holiday,Yes,467
2.0,7.1,64.0,0.9,2000.0,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,341
11.0,-3.5,35.0,2.2,1742.0,-16.7,0.87,0.0,2.5,Winter,No Holiday,Yes,174
1.0,23.7,77.0,1.1,1099.0,19.4,0.0,0.0,0.0,Summer,No Holiday,Yes,652
12.0,-0.3,38.0,4.8,1823.0,-12.9,1.11,0.0,0.0,Winter,No Holiday,Yes,393
8.0,14.8,80.0,0.3,1921.0,11.3,0.31,0.0,0.0,Spring,No Holiday,Yes,600
11.0,18.1,42.0,2.7,1112.0,4.9,2.17,0.0,0.0,Spring,No Holiday,Yes,930
9.0,-1.9,82.0,1.6,410.0,-4.5,0.15,0.0,1.2,Winter,Holiday,Yes,103
16.0,16.6,55.0,1.3,334.0,7.5,0.66,,0.0,,No Holiday,,0
21.0,9.4,,2.1,869.0,8.4,0.0,1.5,0.0,Spring,No Holiday,Yes,82
5.0,28.3,74.0,2.4,1378.0,23.2,0.0,,0.0,Summer,No Holiday,Yes,299
20.0,29.4,86.0,1.1,1194.0,26.8,0.03,4.0,0.0,Summer,No Holiday,Yes,1208
16.0,29.9,34.0,3.2,1912.0,12.3,2.46,0.0,0.0,Summer,No Holiday,,1488
11.0,31.5,51.0,2.1,1498.0,20.1,2.83,0.0,0.0,Summer,No Holiday,Yes,688
6.0,-4.0,34.0,3.4,2000.0,-17.5,0.0,0.0,0.0,Winter,No Holiday,Yes,159
14.0,29.2,52.0,3.1,1735.0,18.3,2.68,0.0,0.0,Summer,No Holiday,Yes,1261
9.0,0.9,63.0,0.9,,-5.3,0.07,0.0,0.0,Winter,No Holiday,Yes,234
2.0,7.7,63.0,1.0,704.0,1.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,376
21.0,3.8,39.0,3.2,2000.0,-8.9,0.0,0.0,0.0,Spring,No Holiday,Yes,443
17.0,-7.0,,2.6,2000.0,-20.9,0.19,0.0,0.0,Winter,No Holiday,Yes,305
6.0,6.6,80.0,1.0,1424.0,3.3,,0.0,0.0,,No Holiday,Yes,209
19.0,3.6,55.0,1.6,728.0,-4.6,0.0,0.0,0.0,Winter,No Holiday,Yes,533
23.0,0.1,63.0,1.1,,-6.1,0.0,0.0,0.0,Winter,No Holiday,Yes,260
21.0,10.5,94.0,2.8,1627.0,9.5,0.0,1.0,0.0,Spring,No Holiday,,327
7.0,-4.1,35.0,3.5,1980.0,-17.3,0.0,0.0,0.0,Winter,No Holiday,Yes,385
6.0,16.9,62.0,0.4,1768.0,9.5,0.06,0.0,0.0,Summer,No Holiday,,228
23.0,11.0,,0.1,1817.0,6.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,884
6.0,5.1,81.0,1.3,375.0,2.1,0.0,0.0,0.0,Winter,No Holiday,Yes,63
6.0,7.6,75.0,0.6,1181.0,3.4,,0.0,0.0,Autumn,No Holiday,Yes,172
8.0,0.0,77.0,2.8,289.0,-3.5,0.06,0.0,0.0,Winter,No Holiday,Yes,203
11.0,5.7,81.0,1.1,192.0,2.6,0.18,0.0,,Winter,No Holiday,Yes,282
1.0,24.6,96.0,0.5,443.0,23.9,0.0,0.5,0.0,Summer,No Holiday,Yes,240
18.0,-6.6,36.0,4.4,2000.0,-19.2,0.15,0.0,0.0,Winter,No Holiday,Yes,175
11.0,2.6,62.0,2.9,294.0,-3.9,1.12,0.0,0.0,Winter,No Holiday,Yes,235
1.0,12.4,65.0,1.1,1099.0,5.9,0.0,0.0,,Autumn,No Holiday,Yes,568
15.0,-4.5,31.0,4.3,1979.0,-19.1,1.91,0.0,0.0,,No Holiday,Yes,210
9.0,23.4,52.0,1.3,1997.0,12.9,1.53,0.0,0.0,Autumn,No Holiday,Yes,721
2.0,-5.0,65.0,,,-10.5,0.0,0.0,0.2,Winter,No Holiday,Yes,38
0.0,20.9,53.0,1.4,1717.0,10.9,0.0,0.0,0.0,Summer,No Holiday,Yes,1165
18.0,-12.7,33.0,2.5,1835.0,-25.6,0.05,0.0,0.3,Winter,No Holiday,Yes,305
19.0,20.9,97.0,1.0,1747.0,20.3,0.19,0.0,,Summer,No Holiday,Yes,944
8.0,16.6,97.0,2.0,,16.1,0.01,9.0,0.0,Autumn,,Yes,6
5.0,-11.6,45.0,2.8,1951.0,-21.1,0.0,0.0,0.0,,No Holiday,Yes,65
13.0,0.8,46.0,1.4,1598.0,-9.5,0.8,0.0,0.0,Winter,No Holiday,Yes,301
,12.9,78.0,0.6,1201.0,9.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,950
0.0,11.2,62.0,0.0,1613.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,848
13.0,34.2,41.0,1.7,2000.0,,2.31,0.0,0.0,Summer,No Holiday,Yes,696
6.0,-3.2,67.0,0.4,1409.0,,0.0,0.0,0.0,Winter,No Holiday,Yes,139
23.0,32.3,67.0,1.0,1592.0,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,1046
5.0,23.8,86.0,3.6,420.0,21.3,0.0,1.0,0.0,Summer,No Holiday,Yes,57
23.0,13.2,68.0,1.8,2000.0,7.4,0.0,0.0,0.0,Spring,No Holiday,Yes,864
16.0,13.8,97.0,0.7,196.0,13.3,0.12,1.5,0.0,Spring,No Holiday,Yes,34
23.0,22.5,77.0,2.7,396.0,18.2,0.0,,0.0,Summer,No Holiday,Yes,1402
4.0,24.4,80.0,1.0,1112.0,20.7,0.0,0.0,0.0,Summer,No Holiday,Yes,222
17.0,11.1,,2.3,277.0,6.2,,0.0,0.0,Autumn,No Holiday,Yes,1033
12.0,29.8,33.0,1.5,,11.7,3.14,0.0,0.0,Summer,No Holiday,Yes,952
17.0,18.3,29.0,4.3,1626.0,0.0,1.61,0.0,0.0,,No Holiday,Yes,1632
3.0,,94.0,0.3,426.0,0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,52
2.0,3.9,85.0,0.8,299.0,1.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,299
17.0,7.6,23.0,2.9,1678.0,-12.2,0.25,0.0,0.0,Autumn,No Holiday,Yes,1099
23.0,21.6,89.0,4.3,698.0,19.7,0.0,0.0,0.0,Summer,No Holiday,Yes,552
,14.2,70.0,0.8,723.0,8.7,0.0,0.0,0.0,Spring,No Holiday,Yes,1035
1.0,,60.0,1.1,1416.0,1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,517
6.0,11.4,84.0,0.3,1742.0,8.7,0.0,0.0,0.0,Autumn,Holiday,,278
3.0,8.5,96.0,0.4,238.0,7.8,0.0,0.1,0.0,Spring,No Holiday,Yes,90
4.0,,62.0,0.6,1759.0,3.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,110
5.0,12.3,65.0,,1085.0,5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,96
12.0,10.7,85.0,0.9,393.0,8.2,0.52,0.0,0.0,Spring,No Holiday,Yes,358
9.0,21.0,97.0,1.3,825.0,20.4,0.14,3.0,0.0,Summer,No Holiday,Yes,128
10.0,-7.7,43.0,0.9,1555.0,-18.1,0.35,0.0,0.0,Winter,No Holiday,Yes,189
19.0,7.7,80.0,2.8,234.0,4.4,0.05,0.0,0.0,,No Holiday,Yes,521
12.0,24.1,80.0,0.8,2000.0,20.4,0.72,0.0,0.0,Summer,No Holiday,Yes,1035
13.0,37.9,38.0,2.3,1868.0,21.1,3.05,0.0,0.0,Summer,No Holiday,Yes,533
10.0,17.5,35.0,1.8,1570.0,1.8,2.26,0.0,0.0,Spring,No Holiday,Yes,787
6.0,1.7,58.0,3.8,1189.0,-5.6,0.0,0.0,0.0,Spring,No Holiday,Yes,108
13.0,27.1,38.0,1.7,2000.0,11.5,2.56,0.0,0.0,Autumn,No Holiday,,1057
9.0,29.1,76.0,2.2,1041.0,24.4,1.38,0.0,0.0,Summer,No Holiday,Yes,422
17.0,29.9,39.0,2.9,2000.0,14.4,0.86,0.0,0.0,Summer,No Holiday,Yes,1806
20.0,21.9,97.0,1.1,534.0,21.3,0.0,6.0,0.0,Summer,No Holiday,Yes,16
7.0,7.8,90.0,0.6,763.0,6.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,1165
,28.8,75.0,2.1,1975.0,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,733
10.0,-0.4,57.0,1.6,1309.0,-7.8,0.8,0.0,0.0,Winter,No Holiday,Yes,334
2.0,24.3,68.0,1.0,2000.0,18.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,321
19.0,-1.7,45.0,3.3,1375.0,-12.1,0.01,0.0,0.0,Spring,Holiday,Yes,231
19.0,3.2,45.0,3.7,2000.0,-7.6,0.02,0.0,0.0,Spring,,Yes,716
0.0,21.8,,,2000.0,18.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,906
,27.9,,0.5,1083.0,18.0,0.0,0.0,0.0,Summer,No Holiday,Yes,2372
7.0,0.8,77.0,0.9,1300.0,-2.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,315
17.0,20.2,62.0,1.1,2000.0,12.6,1.74,0.0,0.0,Spring,No Holiday,Yes,1737
9.0,,71.0,1.3,418.0,-2.0,0.3,0.0,0.0,Spring,No Holiday,Yes,381
19.0,8.3,48.0,3.0,779.0,-2.0,0.06,0.0,0.0,Spring,No Holiday,Yes,932
16.0,34.5,37.0,1.9,2000.0,17.6,2.36,0.0,0.0,Summer,No Holiday,Yes,902
7.0,30.5,53.0,1.1,2000.0,19.8,0.22,0.0,0.0,Summer,No Holiday,Yes,1006
14.0,9.8,38.0,0.9,1908.0,-3.8,0.93,0.0,0.0,Spring,No Holiday,Yes,505
2.0,21.3,75.0,1.1,2000.0,16.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,482
4.0,10.3,63.0,0.7,1277.0,3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,183
11.0,23.6,63.0,0.7,523.0,16.1,0.93,0.0,0.0,Summer,No Holiday,Yes,1146
21.0,20.2,74.0,1.3,554.0,15.4,0.0,0.0,0.0,Spring,Holiday,Yes,1644
22.0,11.6,81.0,1.2,336.0,8.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,1215
11.0,19.4,31.0,4.1,1966.0,1.8,2.55,0.0,0.0,Autumn,Holiday,Yes,588
21.0,-3.5,53.0,0.9,1353.0,-11.7,0.0,0.0,0.0,Winter,No Holiday,Yes,284
17.0,8.7,42.0,1.7,1576.0,-3.5,0.18,0.0,0.0,Autumn,No Holiday,Yes,1039
4.0,17.7,52.0,1.5,2000.0,,0.0,0.0,0.0,Autumn,No Holiday,Yes,193
11.0,18.5,27.0,1.3,1610.0,-0.8,2.59,0.0,0.0,Spring,No Holiday,Yes,839
13.0,4.7,26.0,2.6,1370.0,-13.2,1.11,0.0,0.0,Winter,No Holiday,Yes,341
7.0,20.0,77.0,1.7,595.0,15.8,0.29,0.0,0.0,Summer,No Holiday,Yes,1629
11.0,24.8,44.0,2.1,1955.0,11.7,2.55,0.0,0.0,Autumn,No Holiday,Yes,1017
1.0,6.9,86.0,0.7,533.0,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,159
19.0,,41.0,2.0,2000.0,-15.0,0.0,0.0,0.0,Winter,No Holiday,Yes,431
16.0,-6.0,40.0,4.0,2000.0,-17.4,0.55,0.0,0.0,Winter,No Holiday,Yes,277
14.0,21.3,30.0,4.3,2000.0,3.0,2.78,0.0,0.0,Autumn,Holiday,Yes,1099
9.0,10.3,64.0,1.0,1544.0,3.7,0.91,0.0,0.0,Autumn,No Holiday,Yes,1168
16.0,28.2,48.0,3.9,1103.0,16.1,2.55,0.0,0.0,Summer,No Holiday,Yes,1600
14.0,18.7,39.0,1.3,2000.0,4.4,1.66,0.0,0.0,Autumn,No Holiday,Yes,1122
0.0,19.7,71.0,2.0,1330.0,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,1030
8.0,-9.5,56.0,3.5,1979.0,-16.6,0.01,0.0,0.3,Winter,No Holiday,Yes,116
11.0,27.5,70.0,2.4,1719.0,21.5,1.07,0.0,0.0,Summer,No Holiday,Yes,887
12.0,22.1,67.0,2.7,462.0,15.6,0.81,0.0,,Spring,Holiday,Yes,1315
1.0,13.9,66.0,1.0,1960.0,7.6,0.0,0.0,0.0,Spring,No Holiday,No,0
17.0,4.5,59.0,1.6,384.0,-2.8,0.14,0.0,0.0,Winter,No Holiday,Yes,534
14.0,23.8,62.0,1.2,1282.0,,1.91,0.0,0.0,Summer,No Holiday,Yes,1153
3.0,,89.0,0.6,578.0,20.6,0.0,0.2,0.0,Autumn,No Holiday,Yes,258
4.0,5.3,82.0,1.0,200.0,2.4,0.0,0.0,0.0,Spring,No Holiday,Yes,90
3.0,22.6,89.0,0.7,327.0,20.6,0.0,0.8,0.0,Spring,No Holiday,Yes,166
20.0,15.8,47.0,1.8,2000.0,4.4,0.01,0.0,0.0,Spring,No Holiday,Yes,1726
5.0,24.5,85.0,0.7,1345.0,21.8,,0.0,0.0,Summer,No Holiday,Yes,223
20.0,-9.3,49.0,3.8,2000.0,-18.0,0.0,0.0,0.0,Winter,No Holiday,Yes,254
13.0,24.3,37.0,2.3,1583.0,8.6,2.22,0.0,0.0,Spring,No Holiday,Yes,1579
7.0,8.6,,0.7,965.0,4.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,1213
12.0,7.1,50.0,2.2,909.0,-2.6,2.47,0.0,0.0,Spring,No Holiday,Yes,650
1.0,4.7,86.0,0.7,717.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,23
13.0,18.1,43.0,2.2,2000.0,5.3,2.3,0.0,0.0,Autumn,No Holiday,Yes,1152
9.0,19.9,51.0,0.6,1906.0,9.4,1.46,0.0,,,No Holiday,Yes,956
5.0,0.7,96.0,1.0,206.0,0.1,0.0,0.0,0.0,Spring,No Holiday,Yes,91
20.0,26.2,70.0,1.5,792.0,20.2,0.12,0.0,0.0,Summer,No Holiday,Yes,2339
6.0,5.5,78.0,0.6,983.0,1.9,0.0,0.0,0.0,Autumn,No Holiday,No,0
19.0,31.2,52.0,2.4,1990.0,20.1,0.57,0.0,0.0,Summer,No Holiday,Yes,2368
17.0,7.9,68.0,4.2,352.0,2.3,0.27,0.0,0.0,Winter,No Holiday,Yes,470
14.0,31.3,58.0,3.0,1479.0,22.0,2.46,0.0,0.0,Summer,No Holiday,Yes,1005
13.0,25.3,48.0,1.8,1935.0,13.4,3.42,0.0,0.0,Summer,No Holiday,Yes,1035
15.0,25.7,56.0,1.8,1112.0,16.2,1.71,0.0,0.0,Spring,No Holiday,Yes,1234
12.0,6.9,28.0,1.1,1301.0,-10.3,2.35,0.0,0.0,Winter,No Holiday,Yes,428
7.0,6.4,51.0,1.0,1398.0,-3.0,0.19,0.0,0.0,Spring,No Holiday,Yes,1083
23.0,-4.7,53.0,1.3,2000.0,-12.8,0.0,0.0,1.6,Winter,No Holiday,Yes,132
20.0,24.0,46.0,2.8,1896.0,11.6,0.06,0.0,,Summer,No Holiday,Yes,2346
15.0,26.2,51.0,3.3,1104.0,15.2,2.87,0.0,0.0,Summer,No Holiday,Yes,1416
20.0,20.0,,2.0,2000.0,8.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,1653
12.0,33.2,,2.6,1289.0,24.0,2.37,0.0,0.0,Summer,No Holiday,Yes,613
14.0,3.7,24.0,2.1,1906.0,-15.0,1.01,0.0,0.0,Winter,Holiday,Yes,298
2.0,10.1,78.0,0.1,1887.0,6.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,522
11.0,1.0,25.0,1.4,1782.0,-16.8,1.7,0.0,0.0,Winter,Holiday,Yes,93
2.0,10.8,77.0,0.3,1268.0,6.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,381
15.0,32.0,54.0,1.2,1962.0,21.5,2.99,0.0,0.0,Summer,No Holiday,Yes,1069
2.0,5.4,80.0,0.9,190.0,2.2,0.0,0.0,0.0,Winter,Holiday,Yes,196
11.0,23.8,51.0,3.5,1970.0,13.0,2.62,0.0,0.0,Autumn,No Holiday,Yes,988
7.0,25.2,80.0,0.2,1551.0,21.4,0.18,0.0,0.0,Summer,No Holiday,Yes,402
1.0,-1.5,62.0,1.3,2000.0,-7.8,0.0,0.0,0.0,Winter,No Holiday,Yes,127
17.0,-6.4,28.0,4.5,2000.0,-21.9,0.81,0.0,0.0,Winter,No Holiday,Yes,225
13.0,29.4,24.0,2.7,1905.0,6.7,3.18,0.0,0.0,Summer,No Holiday,Yes,1393
